Year,Miles,Price,Brand,Model,cross,grand,passenger,sport,cab,sportback,regular,coupe,limited,hybrid,crew,town,double,electric,plug-in
2020,19555,22990,13,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,47208,23590,19,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,45639,20990,16,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,56289,21990,16,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,69882,20990,20,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,73550,15590,9,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,59863,19990,25,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,52739,23590,9,13,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2017,91362,20990,16,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,12384,37990,28,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,24929,24590,9,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,82293,23990,11,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,53207,17590,13,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,38041,14990,14,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,61859,25990,13,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,14067,18990,19,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,88062,13990,19,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,48732,15990,13,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,102731,20590,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,41744,21990,16,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,44475,19590,4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,101138,14990,5,4,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2016,78675,22590,13,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,52400,43590,21,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,26701,24990,7,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,59141,27590,21,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,93306,14590,13,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,74523,20590,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,96439,15990,14,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,87395,12590,0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,92122,16590,9,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,58722,19590,9,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,80633,21990,8,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,62226,15990,8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,51957,21590,13,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,93759,12990,18,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,116121,15990,15,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,23367,23990,14,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,82496,14990,25,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,35008,17590,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,43022,21590,6,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,68341,21990,16,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,57165,18990,19,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,62303,15990,13,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,33083,20990,13,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,72869,17590,16,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,9352,24590,19,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,38247,20990,14,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,33951,18990,3,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,54740,17990,15,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,62122,17990,18,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,48021,21990,15,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,37814,21990,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,74170,17590,0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010,87323,12990,14,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,47104,19590,15,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,49036,19590,2,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,32974,22990,15,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,76248,17990,19,7,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2012,54580,13590,19,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,97034,21990,20,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,37344,22990,2,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,53856,21990,2,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,57884,24590,4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,80221,14990,9,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,37332,22990,16,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,62135,19990,8,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,99054,20590,2,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,48472,16990,18,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,84263,20590,21,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,41704,16990,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,54630,25990,0,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,93655,16590,19,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,43858,28590,16,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,68481,17990,21,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,92533,19590,4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,51092,27590,8,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,28286,21990,7,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2019,13316,23990,9,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,69830,17590,19,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,87155,19990,12,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,19436,19990,16,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,21687,20590,13,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,49016,23590,0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
