Year,Miles,Price,Brand,Model,cross,grand,passenger,sport,cab,sportback,regular,coupe,limited,hybrid,crew,town,double,electric,plug-in
2012,83568,16590,13,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,71272,13990,0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,42010,22990,0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,74973,17590,19,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,41916,18590,16,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,38832,19590,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,81725,16590,16,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,52630,15590,9,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,17963,16990,13,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,78620,17590,18,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,50624,22590,15,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,61880,16990,22,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,31732,22590,10,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,52648,23990,15,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,42252,24590,16,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,65860,17990,19,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,30084,21990,8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,57507,18990,5,4,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2019,6702,21990,18,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,75405,16590,15,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,72879,19990,9,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,98363,12990,9,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,96788,15990,16,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,60983,16590,9,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,57286,18990,25,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,21541,22590,17,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,57368,19590,26,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,61759,21990,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,83532,19990,8,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,43315,18990,7,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2012,67787,16590,16,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,21635,17990,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,54964,23590,2,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,84344,12990,30,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,78115,19590,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,5306,23990,19,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,61726,16590,8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,22692,15590,9,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,77360,13990,19,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,68061,18990,14,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,59534,18990,8,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,94669,14990,0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,43026,20990,9,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,74302,14990,0,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,27477,16990,12,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,31437,22590,15,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,71627,24590,15,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,36725,20590,13,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,39292,19590,6,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,51300,16990,18,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,74253,15590,18,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,84293,18990,12,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
2017,85278,16990,2,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,92127,17990,16,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,85667,14990,9,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,88724,14590,18,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,42208,15590,14,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,73115,24990,20,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,57198,22990,16,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,62804,15990,9,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,100337,15990,13,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,57140,24590,15,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,65125,14990,16,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,78633,19990,28,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,32249,16990,9,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,86570,18590,2,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,77979,13590,17,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,68316,17990,15,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010,80261,12590,18,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,97927,15990,16,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,94137,17590,19,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009,44793,14590,8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,87283,16990,18,7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2014,60558,14990,17,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,56053,15990,18,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,46644,15990,5,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,71499,15590,13,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,63878,20590,3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,18260,17990,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,54095,14990,13,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
